price,PoolArea,GarageCars,Fireplaces,TotRmsAbvGrd,Baths,SqFeet,CentralAir,Age,LotSize,BldgType,HouseStyle,condition
194.201,0,3,1,7,2,1402,2,1,3922,5,3,5
217.5,0,2,1,7,2,1647,2,29,12984,1,3,6
151,0,2,1,6,3,1556,2,28,1950,4,6,6
275,0,2,1,8,3,1904,2,1,10927,1,6,5
141,0,1,1,6,2,1375,2,70,9000,1,1,6
220,0,2,1,8,3,1915,2,14,10041,1,6,5
151,0,2,0,4,3,1200,2,6,3182,5,6,5
152,0,2,0,6,1,1040,2,13,12464,1,3,5
225,0,1,0,8,3,2008,2,58,7800,1,6,8
313,0,3,2,8,3,2153,2,9,11050,1,6,5
148,0,2,1,6,2,1032,2,29,10395,1,8,6
261.5,0,2,1,7,3,1872,2,8,11885,1,6,5
147,0,0,0,6,1,1120,2,0,8402,1,3,5
75.5,0,0,0,3,1,630,2,38,1491,5,7,6
183.2,0,2,1,7,3,1509,2,4,7861,1,6,5
105.5,0,2,0,4,1,832,2,54,7227,1,2,6
314.813,0,3,1,9,2,1828,2,0,11694,1,3,5
305,0,3,2,10,3,2262,2,5,12244,1,6,5
67,0,0,0,5,1,864,1,94,8248,1,3,3
135,0,2,0,6,1,980,2,32,7064,1,3,6
165.15,0,2,1,8,3,1790,2,34,10400,1,6,5
160,0,2,0,5,2,1116,2,48,10000,1,3,6
135,0,2,2,9,3,2080,2,38,11606,1,6,5
168.5,0,2,0,6,2,1350,2,44,9020,1,8,5
209.5,0,2,1,6,2,1554,2,1,4590,4,3,5
82.5,0,2,1,6,2,1411,2,32,11900,1,3,5
139.4,0,1,0,6,1,1056,2,53,9250,1,3,7
144,0,2,0,4,0,1056,2,30,6979,3,7,5
200,0,0,0,14,2,3395,2,93,10896,2,4,7
60,0,0,1,4,1,800,1,73,6120,1,3,3
85,0,0,0,4,1,796,2,98,8777,1,3,7
264.561,0,3,1,7,2,1567,2,0,3982,5,3,5
226,0,2,1,7,3,1929,2,6,7050,1,6,5
345,0,2,3,9,3,2704,2,37,13860,1,8,7
152,0,2,0,7,3,1620,2,38,10793,1,6,5
370.878,0,3,1,7,3,1766,2,0,9187,1,3,5
143.25,0,2,0,5,2,981,2,36,10530,1,3,5
98.3,0,2,0,7,1,1048,2,58,7200,1,3,5
155,0,2,2,5,1,1094,2,55,10452,1,3,5
155,0,2,1,7,2,1839,2,44,7700,1,6,5
84.5,0,0,0,3,1,630,2,37,1936,4,7,6
205.95,0,2,0,7,3,1665,2,1,8125,1,6,6
108,0,1,1,7,1,1510,2,69,9084,1,6,5
191,0,2,1,7,3,1716,2,13,8750,1,6,5
135,0,1,0,7,1,1469,2,102,10320,1,1,7
350,0,3,1,7,3,2113,2,13,10437,1,3,6
88,0,1,0,6,2,1092,2,39,1680,4,6,5
145.5,0,1,0,5,2,1053,2,49,10007,1,3,7
149,0,1,1,6,2,1502,2,77,7200,1,6,6
97.5,0,1,1,6,1,1458,2,62,17503,1,1,5
167,0,2,0,7,1,1486,2,45,9937,1,3,7
197.9,0,2,1,7,3,1935,2,31,12384,1,6,7
402,0,3,1,8,3,2448,2,15,46589,1,6,7
110,0,2,2,5,1,1392,2,41,13560,1,3,3
137.5,0,2,0,6,2,1181,2,36,10012,1,7,5
230.5,0,2,1,7,3,1936,2,6,11194,1,6,5
193.5,0,2,1,7,2,1679,2,14,8125,1,3,5
168,0,2,1,6,2,1437,2,50,14175,1,3,6
137.5,0,1,1,5,1,1180,2,84,11600,1,3,5
103.6,0,1,0,6,2,1369,1,84,6629,1,6,6
165,0,2,1,6,2,1208,2,29,11250,1,3,6
257.5,0,2,2,7,2,1839,2,50,14442,1,3,7
87,0,3,0,8,2,1774,1,106,9600,1,6,2
109.5,0,1,0,5,1,792,2,85,9022,1,3,8
372.5,0,3,1,7,3,2046,2,1,11844,1,3,5
128.5,0,2,0,5,1,988,2,46,9945,1,3,5
143,0,1,1,5,2,923,2,30,8012,5,3,5
159.434,0,1,0,6,1,1520,2,77,4500,1,1,5
173,0,2,1,6,1,1291,2,12,2887,1,3,5
285,0,3,1,7,2,1668,2,5,11248,1,3,5
221,0,2,0,7,3,1839,2,12,16770,1,6,5
207.5,0,2,1,6,2,2090,2,23,5062,5,6,5
227.875,0,2,0,7,3,1761,2,0,10207,1,6,6
148.8,0,2,0,4,3,1102,2,3,5105,5,6,5
392,0,2,1,7,2,1419,2,0,8089,1,3,6
194.7,0,2,1,6,2,1362,2,2,7577,5,3,5
141,0,2,1,3,1,848,2,4,4426,5,3,5
755,0,3,2,10,4,4316,2,13,21535,1,6,6
335,0,2,2,9,3,2519,2,17,26178,1,6,5
108.48,0,1,0,4,1,1073,2,85,5400,1,3,6
141.5,0,2,0,5,2,1539,2,73,6120,1,1,6
176,0,2,1,5,2,1137,2,19,13811,1,3,6
123.5,0,1,0,6,1,1148,2,54,6420,1,3,7
196,0,2,0,5,2,1391,2,4,4282,5,3,5
140,0,2,1,8,2,1812,2,110,7630,2,6,9
213,0,2,0,7,2,1484,2,6,8400,1,3,5
55,0,0,0,7,2,1092,1,80,5600,2,6,5
302,0,2,2,5,2,1824,2,36,115149,1,3,5
254,0,2,1,6,2,1324,2,3,6240,5,3,5
179.54,0,2,1,8,3,1456,2,0,9018,1,6,5
109.9,0,1,0,6,1,904,2,42,7162,1,3,7
52,0,0,0,5,1,729,2,73,4130,1,3,6
102.776,0,1,0,7,1,1178,2,110,8712,1,1,7
189,0,2,1,5,2,1228,2,20,4671,5,3,5
129,0,2,0,6,1,960,1,36,9873,2,3,5
159.5,0,2,0,8,2,2554,2,117,10800,1,6,8
341,0,3,1,9,3,2418,2,15,10542,1,6,5
128.5,0,1,1,5,2,971,2,37,9920,1,3,6
275,0,2,1,5,2,1742,2,21,6563,1,3,5
143,0,2,0,3,1,848,2,6,4426,5,3,5
124.5,0,2,0,5,1,864,2,39,8120,1,3,7
320,0,3,1,8,2,1698,2,2,13286,1,3,5
120.5,0,2,0,5,1,864,2,39,6960,1,3,6
222,0,2,1,5,2,1680,2,21,21695,1,3,9
110,0,3,0,9,2,1776,2,51,11475,3,3,5
103,0,2,0,5,1,1208,2,84,6240,1,1,5
236.5,0,2,1,5,2,1616,2,15,5389,5,3,5
222.5,0,2,1,8,3,2031,2,10,11404,1,6,5
131.4,0,1,1,6,1,1144,2,48,10000,1,3,6
108,0,1,0,6,1,948,2,39,8978,1,3,5
163,0,2,2,6,2,1768,1,92,10800,1,5,7
239.9,0,3,1,8,3,1801,2,1,10463,1,6,5
179,0,0,0,5,3,1200,2,22,10800,3,3,5
190,0,2,0,7,3,1728,2,5,9313,1,6,5
132,0,2,0,7,2,1432,2,97,9600,1,6,7
142,0,1,0,5,1,912,2,47,6768,1,3,8
175,0,2,1,6,2,1464,2,46,12886,1,8,6
180,0,2,1,5,2,1337,2,15,5395,5,3,5
299.8,0,2,2,11,4,2715,2,32,8963,1,6,9
236,0,2,1,8,3,2256,2,9,8795,1,6,5
260.4,0,2,1,7,2,1720,2,14,10593,1,3,5
98,0,1,0,9,2,1529,1,64,8405,1,1,3
96.5,0,0,0,7,1,1140,2,100,8800,1,1,7
162,0,2,0,6,3,1320,2,4,7750,1,6,5
217,0,2,0,6,2,1494,2,9,9236,1,3,5
172.5,0,2,0,6,3,1471,2,10,3230,5,6,5
212,0,2,0,7,3,1768,2,2,10769,1,6,5
179.4,0,2,0,6,3,1501,2,9,2280,4,6,5
290,0,3,1,9,3,2531,2,12,12257,1,6,5
127.5,0,1,0,5,1,864,2,50,9100,1,3,6
100,0,2,0,5,1,1301,2,85,6911,1,3,5
215.2,0,2,0,7,3,1547,2,1,8640,1,6,5
337,0,3,1,8,3,2365,2,10,9430,1,6,5
270,0,2,1,6,2,1494,2,11,9549,5,3,5
264.132,0,2,1,6,2,1506,2,0,14587,1,3,5
160,0,1,0,7,2,1750,2,68,12508,1,1,7
216.837,0,2,1,8,2,1836,2,2,9100,1,3,5
538,0,3,1,12,4,3279,2,7,53504,1,6,5
134.9,0,2,0,5,1,858,2,27,7252,1,7,5
102,0,2,0,6,1,1220,2,55,8877,1,3,5
107,0,2,1,6,1,1117,2,34,7819,1,8,5
114.5,0,1,0,5,1,912,2,49,10150,1,3,5
395,0,3,1,9,2,1973,2,1,14226,1,3,5
162,0,2,0,5,2,1204,2,11,4500,5,3,5
221.5,0,3,0,7,2,1614,2,1,11210,1,3,5
142.5,0,2,1,5,1,894,2,32,13350,1,3,5
144,0,2,2,10,2,2020,2,30,8400,3,3,5
135,0,2,0,4,1,1004,2,29,10530,3,7,5
175.9,0,2,0,7,3,1603,2,14,7153,1,6,5
187.1,0,2,0,6,2,1430,2,8,16285,1,3,5
128,0,0,1,9,2,1484,2,94,6300,1,5,6
161.5,0,2,1,7,2,1342,2,42,9790,1,3,5
139,0,1,0,7,2,1652,2,95,10800,1,1,6
233,0,2,0,8,3,2084,2,6,10142,1,6,5
107.9,0,1,0,4,1,901,2,54,6000,1,3,7
187.5,0,2,0,9,3,2087,2,41,12205,1,6,8
160.2,0,2,1,5,2,1145,2,4,3182,5,3,5
146.8,0,2,2,5,1,1062,2,31,11333,1,8,5
269.79,0,2,1,8,3,2013,2,11,9920,1,6,5
225,0,2,0,7,2,1496,2,0,9158,1,3,5
194.5,0,2,1,7,3,1895,2,14,10832,1,6,5
143.5,0,2,1,7,2,1285,2,30,8197,1,3,5
110,0,1,0,4,1,773,2,55,7677,1,3,5
485,0,3,2,11,4,3140,2,1,13518,1,6,5
175,0,1,2,7,2,1768,2,70,7200,1,1,7
200,0,2,0,8,3,1688,2,11,12798,1,6,5
189,0,2,1,7,3,1456,2,3,8199,1,6,5
582.933,0,3,1,12,4,2822,2,1,13891,1,6,5
118,0,1,0,5,1,1128,2,52,9000,1,3,5
227.68,0,2,0,6,2,1428,2,0,12274,1,3,5
135.5,0,1,0,6,2,980,2,39,9750,1,8,5
223.5,0,2,1,6,2,1576,2,86,21384,1,6,6
181,648,2,1,5,2,1309,2,32,10140,1,3,6
144.5,0,2,1,4,1,848,2,4,4438,5,3,5
55.993,0,2,0,4,1,1044,1,58,8712,1,3,5
116,0,1,0,7,2,1250,2,88,8248,1,1,7
224.9,0,2,0,6,2,1661,2,12,12137,1,3,5
137,0,1,1,4,1,1008,2,52,11425,1,3,6
271,0,3,2,7,2,1689,2,6,13265,1,3,5
155,0,2,0,6,1,1052,2,39,8816,1,8,7
224,0,2,1,6,2,1358,2,1,6371,5,3,5
232.6,0,2,1,7,2,1489,2,0,11216,1,3,5
109.5,0,0,0,5,1,784,2,84,6130,1,2,6
185,0,2,0,7,3,2126,2,42,28698,1,6,5
147.4,0,2,0,4,3,1223,2,1,2544,4,6,5
166,0,2,2,6,2,1392,2,51,11900,1,3,5
151,0,2,0,4,3,1200,2,1,3180,5,6,5
237,0,2,1,7,3,1829,2,7,9548,1,6,6
139.95,0,2,0,6,1,1144,2,47,7875,1,3,6
128,0,2,0,4,2,1067,2,60,9600,1,3,7
153.5,0,2,0,5,1,1559,2,59,8100,1,3,6
100,0,1,0,5,2,987,2,35,1680,4,6,5
144,0,1,0,6,2,1099,2,13,9525,1,3,6
130.5,0,1,0,6,1,1200,2,62,11767,1,1,6
140,0,1,0,7,2,1482,1,83,12155,1,6,8
171,0,2,2,6,2,1701,2,32,16647,1,7,5
187,0,2,1,7,3,1855,2,31,9600,1,8,7
131.5,0,2,0,3,1,848,2,4,4435,5,3,5
215,0,2,1,7,2,1456,2,3,3196,5,3,5
158,0,2,1,7,2,1445,2,45,12095,1,8,6
170,0,2,1,6,2,1779,2,51,17920,1,3,4
127,0,1,0,6,2,1040,2,48,6897,1,3,8
147,0,2,0,5,1,1026,2,30,10970,1,8,6
174,0,2,1,6,3,1481,2,15,8125,1,6,5
152,0,2,1,6,2,1370,2,33,10400,1,3,5
250,0,2,1,9,3,2654,2,38,11029,1,6,7
189.95,0,1,1,7,2,1426,2,89,7642,1,1,8
152,0,2,0,6,2,1097,2,26,9672,1,3,5
132.5,0,1,0,6,1,1148,2,50,7931,1,3,5
250.58,0,2,0,6,2,1372,2,1,8640,1,3,5
148.5,0,2,0,5,1,1002,2,39,8750,1,3,6
129,0,2,0,5,2,1120,2,46,6970,1,3,5
169,0,2,1,7,2,2320,2,58,14762,1,6,6
236,0,2,1,8,3,1949,2,17,9938,1,6,5
200.5,0,2,0,7,3,1682,2,12,8750,1,6,5
116,0,2,0,5,1,910,2,55,8892,1,3,7
133,0,1,1,6,1,1268,2,60,12144,1,3,7
66.5,0,1,0,5,2,1131,2,68,5720,1,1,6
303.477,0,2,1,11,3,2610,2,0,9000,1,6,5
132.25,0,2,0,5,1,1040,2,44,25286,1,3,5
350,0,3,1,10,3,2224,2,5,8834,1,6,5
148,0,2,0,6,1,1155,2,49,11782,1,7,7
157,0,2,0,5,2,1090,2,2,7024,1,3,5
187.5,0,2,1,7,3,1717,2,17,13758,1,1,5
178,0,2,1,7,3,1593,2,17,9636,1,6,5
118.5,0,1,0,10,1,2230,1,94,6204,1,4,5
328.9,0,2,1,5,2,1709,2,9,5119,5,3,5
145,0,2,0,8,2,1712,2,47,8393,3,3,5
135.5,0,1,0,8,2,1393,2,53,16466,1,1,7
149.5,0,2,1,6,1,1505,2,56,12160,1,3,4
122.9,0,2,1,6,1,924,2,58,8064,1,1,7
172.5,0,2,1,7,3,1683,2,31,11184,1,6,5
154.5,0,1,0,6,1,1068,2,43,8414,1,3,8
165,0,1,1,6,1,1383,2,54,13284,1,3,5
118.858,0,2,0,8,2,1535,2,30,7018,3,3,5
106.5,0,1,0,6,1,951,1,70,8765,1,3,6
611.657,0,3,2,11,3,2364,2,1,12919,1,3,5
110,0,1,0,4,1,858,2,36,7340,1,3,6
153,0,1,0,5,1,1306,2,52,8712,1,3,7
180,0,2,1,8,3,1509,2,3,7875,1,6,5
240,0,3,1,7,2,1670,2,0,14859,1,3,5
125.5,0,1,0,6,1,902,2,40,6173,1,3,6
128,0,1,0,6,1,1063,2,56,9920,1,3,5
255,0,3,1,8,2,1636,2,1,13501,1,3,5
250,0,1,1,6,2,2057,2,70,11500,1,1,7
131,0,2,0,5,1,902,2,23,8885,1,3,5
174,0,2,1,8,3,1484,2,4,12589,1,6,5
154.3,0,2,0,12,2,2274,2,50,11600,3,6,5
143.5,0,1,0,5,2,1268,2,32,9286,1,3,7
88,0,1,0,6,1,1015,1,81,6120,1,3,7
145,0,3,0,8,2,2002,1,58,6270,3,6,6
173.733,0,2,0,4,3,1224,2,0,3000,5,6,5
75,0,1,0,6,2,1092,2,37,2001,4,6,5
135,0,1,0,6,1,1229,2,53,17140,1,3,6
238,0,3,1,8,3,2127,2,16,13125,1,6,5
176.5,0,2,1,6,1,1414,2,50,11029,1,3,8
201,0,2,0,7,3,1721,2,13,8462,1,6,5
145.9,0,0,0,9,4,2200,2,108,8777,3,1,7
193,0,2,1,5,2,1617,2,15,8012,5,3,5
207.5,0,2,1,7,2,1686,2,26,10240,1,3,6
285,0,3,1,10,3,2374,2,4,11999,1,6,5
176,0,2,1,9,3,1978,2,40,9900,1,6,5
236.5,0,2,1,7,2,1788,2,8,11838,1,3,5
222,0,2,1,8,3,2236,2,9,13006,1,6,5
201,0,3,0,7,2,1466,2,2,8925,1,3,5
117.5,0,1,0,5,1,925,2,44,9100,1,3,6
320,0,3,1,8,2,1905,2,1,11670,1,3,5
190,0,2,0,6,2,1500,2,5,8487,1,3,5
242,0,2,1,9,2,2069,2,48,27650,1,3,7
79.9,0,2,0,5,1,747,2,80,5825,1,3,5
184.9,0,2,0,5,2,1200,2,6,10083,1,3,5
253,0,2,1,8,3,1971,2,4,9675,1,6,5
239.799,0,3,0,7,3,1962,2,0,8760,1,6,5
244.4,0,1,2,10,2,2403,2,70,24090,1,6,7
143,0,2,0,8,2,1632,2,40,25000,3,3,4
137.5,0,2,1,7,1,1344,2,51,14375,1,8,6
143,0,1,1,6,1,1144,2,47,8163,1,8,6
270,0,3,1,9,2,1629,2,5,14536,1,3,5
192.5,0,2,1,7,3,1776,2,4,14006,1,6,5
129,0,2,0,5,1,864,2,57,7200,1,3,8
119.9,0,1,0,6,1,965,2,41,7800,1,3,5
133.9,0,1,0,5,1,768,2,37,7200,1,7,8
127.5,0,0,0,4,2,980,2,31,9400,3,7,5
145,0,2,0,8,2,1958,1,61,7136,3,6,6
124,0,2,1,5,2,1229,2,29,1300,5,6,6
132,0,2,0,6,1,1057,2,45,7420,1,3,5
185,0,2,0,6,2,1337,2,4,8450,1,3,5
155,0,2,0,6,3,1416,2,11,2572,4,6,5
116.5,0,0,0,4,1,858,2,52,7207,1,3,7
155,0,2,1,7,3,1548,2,31,2308,5,6,6
239,0,2,0,7,2,1800,2,2,11923,1,3,5
214.9,0,2,1,8,3,1894,2,8,11316,1,6,5
178.9,0,2,1,8,3,1484,2,2,10237,1,6,5
135,0,1,0,6,1,1098,2,53,7390,1,3,7
140,0,1,0,6,1,1095,2,48,10382,2,8,5
135,0,0,0,6,2,1192,1,57,10800,1,1,4
173,0,2,0,6,2,1626,2,6,2268,4,6,5
99.5,0,1,1,5,2,918,2,31,7892,5,3,5
182,0,2,0,6,2,1428,2,1,11639,1,3,5
165,0,2,0,6,3,1382,2,6,2651,4,6,5
85.5,0,0,0,4,1,869,2,83,5900,1,3,7
199.9,0,2,0,4,2,1241,2,1,4274,5,3,5
139,0,2,0,5,1,1121,2,46,8816,1,3,6
178.4,0,2,0,6,1,999,2,47,12122,1,7,9
159.895,0,2,1,6,2,1266,2,1,3182,1,3,5
255.9,0,2,1,9,3,2290,2,6,11250,1,6,5
126,0,2,0,8,2,1734,2,32,10125,3,1,5
125,0,1,0,5,1,1164,1,58,10880,2,3,5
117,0,1,0,5,1,1635,2,96,5310,1,1,8
395.192,0,3,1,8,3,1940,2,1,10159,1,3,5
195,0,2,1,8,3,2030,2,31,12046,1,6,6
197,0,2,0,6,3,1576,2,0,8125,1,6,5
348,0,3,1,7,3,2392,2,9,9452,1,6,5
168,0,2,1,8,2,1742,2,127,17671,1,6,9
187,0,2,1,7,3,1851,2,43,9760,1,6,8
173.9,0,2,0,6,3,1500,2,1,8846,1,6,5
337.5,0,3,1,7,2,1718,2,3,12456,1,3,5
121.6,0,1,0,5,2,1230,2,60,4712,1,1,7
91,0,1,1,6,1,1077,1,84,9786,1,3,4
206,0,2,0,6,2,1208,2,4,6762,1,3,5
86,0,1,0,4,1,691,2,87,5400,1,3,6
232,0,3,1,7,2,1574,2,2,11957,1,3,5
136.905,0,2,0,8,2,1680,2,31,11500,3,3,6
181,0,2,1,7,2,1504,2,4,3182,5,3,5
149.9,0,1,0,6,2,985,2,31,8385,1,8,8
163.5,0,2,1,7,2,1657,2,37,12155,1,3,3
88,0,1,0,6,2,1092,2,39,2217,5,6,4
102,0,0,0,7,2,1522,2,80,6000,1,1,5
135,0,1,1,7,2,1271,2,60,21286,1,1,5
119.2,0,1,1,5,1,1082,2,59,11664,1,3,5
227,0,2,0,6,3,1665,2,8,8400,1,6,6
203,0,2,1,6,2,1504,2,13,11883,1,3,5
187.5,0,2,1,4,1,1360,2,25,5814,5,3,5
160,0,2,1,7,3,1472,2,16,10784,1,8,5
213.49,0,2,1,6,2,1506,2,1,3013,5,3,5
176,0,2,0,5,2,1132,2,3,7024,1,3,5
194,0,2,0,6,2,1220,2,0,7406,1,3,5
87,0,1,0,6,1,1248,2,77,9439,1,1,5
191,0,2,1,7,2,1504,2,3,3182,5,3,5
112.5,0,2,0,5,1,882,2,35,7700,1,3,5
167.5,0,2,2,6,1,1264,2,50,9300,1,3,5
105,0,1,1,6,1,1376,2,66,9492,1,1,5
118,0,1,0,7,2,1218,2,34,1680,4,6,7
310,0,3,1,10,3,2520,2,13,14541,1,6,7
119.75,0,1,1,5,1,954,2,69,6305,1,3,7
84,0,1,0,5,1,845,1,52,11500,1,3,3
315.5,0,3,1,6,2,1620,2,2,12898,1,3,5
287,0,2,1,7,3,2263,2,7,9240,1,6,5
97,0,0,1,6,2,1344,2,39,1533,4,6,6
80,0,1,0,3,1,630,2,39,1477,5,7,4
155,0,2,1,8,2,1803,2,49,13125,1,3,4
173,0,2,0,7,2,1632,2,42,9130,1,6,8
196,0,2,1,5,2,1306,2,4,5381,4,3,5
262.28,0,2,1,10,3,2329,2,18,11839,1,6,5
278,0,2,1,9,3,2524,2,28,9600,1,3,5
139.6,0,2,1,8,2,1733,2,54,13680,1,3,5
556.581,0,3,1,11,4,2868,2,1,16056,1,6,5
145,0,2,0,5,1,990,2,14,9245,1,3,5
176.485,0,2,0,6,2,1302,2,0,8993,1,3,5
200.141,0,2,1,6,2,1316,2,0,11175,1,3,5
165,0,2,1,9,2,1977,2,43,9500,1,6,6
144.5,0,1,1,7,1,1526,2,53,8562,1,3,6
255,0,2,1,7,3,1989,2,4,11367,1,6,5
180,0,2,1,7,2,1523,2,32,11361,1,3,5
185.85,0,2,1,6,2,1364,2,1,7052,5,3,5
248,0,2,1,7,3,1850,2,15,29959,1,6,6
220,0,2,1,7,2,1991,2,75,11275,1,1,7
81,0,3,0,6,1,894,2,73,18000,1,3,4
154,0,2,1,6,2,1154,2,43,11000,1,3,6
328,0,2,0,7,3,2260,2,14,14000,1,6,5
167.9,0,2,0,7,2,1611,2,44,9760,1,6,6
151.4,0,2,1,10,3,2521,2,33,3964,5,6,4
135,0,2,0,4,1,893,2,58,9600,1,2,7
135,0,1,0,6,1,1048,2,51,10152,1,3,5
154,0,2,0,8,2,1556,2,41,11700,1,6,6
91.5,0,1,1,7,1,1456,2,58,7585,1,1,3
159.5,0,2,0,6,2,1426,2,32,7950,1,6,6
194,0,3,0,5,2,1240,2,1,8556,1,3,5
170,0,2,1,7,2,1466,2,70,10800,1,1,8
126,0,1,0,5,1,990,2,13,8775,1,3,5
133,0,1,0,5,2,1040,2,47,7500,1,3,5
192,0,2,1,6,2,1459,2,5,8749,1,3,5
160,0,1,2,6,1,1251,2,42,8800,1,3,6
187.5,0,2,1,6,3,1498,2,11,13031,1,6,5
147,0,2,0,5,1,996,2,18,9069,1,7,6
83.5,0,1,0,6,2,1092,2,37,1974,5,6,5
252,0,3,1,9,3,1953,2,4,10574,1,6,5
137.5,0,2,0,7,2,1709,2,2,2522,4,6,5
160,0,2,0,4,3,1252,2,9,2160,4,6,5
136.5,0,2,1,7,2,1694,2,83,8400,1,1,5
176.432,0,2,1,6,2,1314,2,1,9317,1,3,5
127,0,0,0,7,2,1355,2,93,6882,1,6,7
170,0,2,0,5,2,1088,2,21,3696,5,3,5
128,0,1,0,6,1,1324,2,73,6000,1,1,6
157,0,2,1,7,2,1601,2,31,11880,1,3,5
60,0,1,0,3,1,438,1,89,8400,1,3,5
119.5,0,1,0,5,1,950,2,36,9758,1,3,5
135,0,1,0,6,1,1134,2,47,7000,1,3,7
106,0,2,0,6,3,1302,2,37,2016,5,6,5
325,0,2,2,9,3,2622,2,16,12256,1,6,5
179.9,0,2,1,6,2,1442,2,17,10357,1,3,5
280,0,3,1,7,2,1836,2,5,11362,1,3,5
205,0,2,1,8,3,1964,2,32,10480,1,6,6
129.9,0,1,0,5,1,816,2,49,7100,1,3,7
134.5,0,1,0,6,1,1008,2,54,8923,1,3,7
318,0,3,1,7,2,1734,2,0,12085,1,3,5
184.1,0,2,1,7,3,1419,2,7,7750,1,8,5
130,0,2,0,5,1,894,2,41,9764,1,3,7
140,0,1,0,6,1,1601,2,50,13825,1,8,6
133.7,0,1,0,6,1,1040,2,47,7560,1,3,5
212.9,0,3,0,7,2,1552,2,1,10084,1,3,5
112,0,1,0,5,1,960,2,53,8926,1,3,3
118,0,0,0,4,1,698,2,62,9405,1,3,9
163.9,0,2,1,7,3,1482,2,15,9125,1,8,5
115,0,2,1,5,1,1005,2,54,10434,1,3,5
259,0,3,1,7,2,1530,2,3,14572,1,3,5
215,0,2,1,8,3,1959,2,3,11796,1,6,5
140,0,2,0,4,1,936,2,27,7200,3,7,5
93.5,0,0,0,5,1,974,2,16,10712,1,3,5
117.5,0,1,0,8,2,2210,2,127,9900,1,6,4
239.5,0,2,1,8,3,2020,2,14,9828,1,6,5
169,0,2,1,7,3,1600,2,10,8773,1,6,5
102,0,1,1,5,1,986,1,81,6180,1,3,5
94,0,0,0,6,1,1020,1,135,6342,1,1,8
196,0,2,2,5,2,1567,2,32,9819,1,3,5
144,0,2,1,6,1,1167,2,87,8731,1,3,5
139,0,2,0,4,1,952,2,57,7350,1,3,7
197.5,0,2,1,9,3,1868,2,33,10304,1,6,7
80,0,0,0,5,1,1006,2,49,9000,1,3,3
80,0,1,0,5,1,924,1,69,12180,2,1,4
174.5,0,1,1,7,2,1564,2,68,12000,1,6,7
116.9,0,1,1,5,1,1111,2,82,5700,1,1,7
143,0,2,0,7,1,1482,2,89,9000,1,6,9
124,0,1,1,4,1,932,2,57,8280,1,3,5
149.9,0,2,2,6,2,1466,2,47,17755,1,3,4
230,0,2,1,6,1,1811,2,50,14115,1,3,7
201.8,0,2,2,8,3,1820,2,43,13700,1,6,6
218,0,2,1,6,2,1437,2,31,10768,1,3,8
179.9,0,2,1,6,2,1265,2,43,9350,1,8,8
230,0,2,1,6,2,1314,2,2,5001,4,3,5
185,0,2,1,8,3,1876,2,34,9120,1,6,6
146,0,2,1,7,3,1456,2,32,2280,4,6,5
224,0,2,1,7,1,1640,2,54,14778,1,3,7
108.959,0,2,0,6,2,1258,2,39,12900,3,7,4
233.17,0,2,0,7,2,1502,2,0,9541,1,3,5
173,0,2,1,7,3,1671,2,6,10852,1,6,5
625,0,3,1,10,4,3627,2,11,35760,1,6,5
171,576,1,1,6,1,1118,2,31,9880,1,8,6
163,0,2,1,6,1,1261,2,50,9120,1,3,6
239,0,2,1,9,3,2345,2,74,16560,1,6,8
154.9,0,1,1,7,2,1343,2,88,7681,1,1,6
250,0,2,0,8,3,2514,2,16,11170,1,6,5
392.5,0,2,1,5,2,1652,2,0,5587,5,3,5
745,555,3,2,10,4,4476,2,11,15623,1,6,5
120,0,2,1,5,1,1130,2,86,10800,1,3,6
186.7,0,3,2,5,2,1572,2,44,35133,1,3,4
95,0,2,0,7,2,1699,2,109,10615,2,6,5
262,0,3,1,5,2,1624,2,12,12461,1,3,5
195,0,2,0,7,3,1660,2,7,8935,1,6,5
189,0,2,1,7,3,1804,2,11,7500,1,6,5
168,0,4,1,7,1,1622,2,46,32463,2,3,4
174,0,2,0,5,3,1441,2,8,2645,4,6,5
158,0,1,0,7,2,1352,2,41,9364,1,6,7
176,0,2,0,8,3,1456,2,3,8029,1,6,5
219.21,0,3,1,9,3,1863,2,0,14054,1,6,5
144,0,1,1,7,1,1690,2,90,8850,1,5,6
178,0,2,0,6,2,1212,2,8,9100,1,3,5
148,0,2,1,6,2,1382,2,43,11235,1,3,5
197.9,0,2,0,6,3,1779,2,11,10400,1,6,5
213,0,2,1,6,2,1630,2,9,9750,1,3,5
153.5,0,2,0,6,2,1074,2,31,10140,1,3,6
271.9,0,3,1,7,2,2196,2,19,14684,1,3,7
107,0,1,0,5,1,1056,2,40,8900,1,3,4
140,0,2,0,6,1,1283,2,46,7763,1,3,7
290,0,2,1,8,2,1660,2,0,10182,1,3,5
189,0,2,1,8,3,1845,2,18,11218,1,6,5
164,0,2,0,8,2,1752,2,22,12134,1,1,7
113,0,1,0,4,1,672,2,68,9340,1,3,6
145,0,1,0,3,0,960,2,41,10246,1,8,9
134.5,0,1,0,6,1,999,2,44,10205,1,7,5
112,0,2,0,8,2,1902,2,32,8930,3,1,5
229.456,0,2,0,6,2,1314,2,0,8640,1,3,5
80.5,0,0,0,3,1,912,1,59,6240,1,1,5
91.5,0,0,0,7,2,1218,2,35,1680,4,6,5
115,0,1,0,5,1,912,2,42,7800,1,3,5
143,0,1,1,7,2,1846,2,58,10496,1,1,6
